train_acc,train_loss,valid_acc,valid_loss
35.66576086956522,1.7419106448093034,45.61106687898089,1.4762158090141928
48.629315856777495,1.4093614115434534,52.79657643312102,1.2919576900779821
56.16608056265984,1.2206912394374838,58.17078025477707,1.1529726378477303
61.70875959079284,1.0749867314572834,62.59952229299363,1.0477134361388578
65.62300191815856,0.9640392513226366,67.26711783439491,0.9178215929657031
69.61916560102301,0.8660406897516202,67.7249203821656,0.9162672070940588
72.32257033248082,0.7831944285908623,71.99442675159236,0.8019229202133835
75.04595588235294,0.7130660326660746,73.33797770700637,0.7713678194459077
77.32776534526855,0.6486591423868828,75.29856687898089,0.7221728458905675
79.39178388746804,0.5866775576339658,75.8359872611465,0.7097967331576499
81.04020140664962,0.5417545582251171,77.05015923566879,0.6774048941909887
83.0542679028133,0.485309911563116,77.49800955414013,0.6676571171754485
84.73665281329923,0.4398272137355317,78.81170382165605,0.6455559255970511
85.86556905370844,0.40567867178708084,78.8515127388535,0.6397311917156171
87.03844309462916,0.3700013894711614,79.61783439490446,0.6317768643616112
